,Economy ISO3,Indicator,2009-01-01,2009-01-01 00:00:00,2009-02-01,2009-03-01,2009-04-01,2009-04-01 00:00:00,2009-05-01,2009-06-01,2009-07-01,2009-07-01 00:00:00,2009-08-01,2009-09-01,2009-10-01,2009-10-01 00:00:00,2009-11-01,2009-12-01,2010-01-01,2010-01-01 00:00:00,2010-02-01,2010-03-01,2010-04-01,2010-04-01 00:00:00,2010-05-01,2010-06-01,2010-07-01,2010-07-01 00:00:00,2010-08-01,2010-09-01,2010-10-01,2010-10-01 00:00:00,2010-11-01,2010-12-01,2011-01-01,2011-01-01 00:00:00,2011-02-01,2011-03-01,2011-04-01,2011-04-01 00:00:00,2011-05-01,2011-06-01,2011-07-01,2011-07-01 00:00:00,2011-08-01,2011-09-01,2011-10-01,2011-10-01 00:00:00,2011-11-01,2011-12-01,2012-01-01,2012-01-01 00:00:00,2012-02-01,2012-03-01,2012-04-01,2012-04-01 00:00:00,2012-05-01,2012-06-01,2012-07-01,2012-07-01 00:00:00,2012-08-01,2012-09-01,2012-10-01,2012-10-01 00:00:00,2012-11-01,2012-12-01,2013-01-01,2013-01-01 00:00:00,2013-02-01,2013-03-01,2013-04-01,2013-04-01 00:00:00,2013-05-01,2013-06-01,2013-07-01,2013-07-01 00:00:00,2013-08-01,2013-09-01,2013-10-01,2013-10-01 00:00:00,2013-11-01,2013-12-01,2014-01-01,2014-01-01 00:00:00,2014-02-01,2014-03-01,2014-04-01,2014-04-01 00:00:00,2014-05-01,2014-06-01,2014-07-01,2014-07-01 00:00:00,2014-08-01,2014-09-01,2014-10-01,2014-10-01 00:00:00,2014-11-01,2014-12-01,2015-01-01,2015-01-01 00:00:00,2015-02-01,2015-03-01,2015-04-01,2015-04-01 00:00:00,2015-05-01,2015-06-01,2015-07-01,2015-07-01 00:00:00,2015-08-01,2015-09-01,2015-10-01,2015-10-01 00:00:00,2015-11-01,2015-12-01,2016-01-01,2016-01-01 00:00:00,2016-02-01,2016-03-01,2016-04-01,2016-04-01 00:00:00,2016-05-01,2016-06-01,2016-07-01,2016-07-01 00:00:00,2016-08-01,2016-09-01,2016-10-01,2016-10-01 00:00:00,2016-11-01,2016-12-01,2017-01-01,2017-01-01 00:00:00,2017-02-01,2017-03-01,2017-04-01,2017-04-01 00:00:00,2017-05-01,2017-06-01,2017-07-01,2017-07-01 00:00:00,2017-08-01,2017-09-01,2017-10-01,2017-10-01 00:00:00,2017-11-01,2017-12-01,2018-01-01,2018-01-01 00:00:00,2018-02-01,2018-03-01,2018-04-01,2018-04-01 00:00:00,2018-05-01,2018-06-01,2018-07-01,2018-07-01 00:00:00,2018-08-01,2018-09-01,2018-10-01,2018-10-01 00:00:00,2018-11-01,2018-12-01,2019-01-01,2019-01-01 00:00:00,2019-02-01,2019-03-01,2019-04-01,2019-04-01 00:00:00,2019-05-01,2019-06-01,2019-07-01,2019-07-01 00:00:00,2019-08-01,2019-09-01,2019-10-01,2019-10-01 00:00:00,2019-11-01,2019-12-01,2020-01-01,2020-01-01 00:00:00,2020-02-01,2020-03-01,2020-04-01,2020-04-01 00:00:00,2020-05-01,2020-06-01,2020-07-01,2020-07-01 00:00:00,2020-08-01,2020-09-01,2020-10-01,2020-10-01 00:00:00,2020-11-01,2020-12-01,2021-01-01,2021-01-01 00:00:00,2021-02-01,2021-03-01,2021-04-01,2021-04-01 00:00:00,2021-05-01,2021-06-01,2021-07-01,2021-07-01 00:00:00,2021-08-01,2021-09-01,2021-10-01,2021-10-01 00:00:00,2021-11-01,2021-12-01,2022-01-01,2022-01-01 00:00:00,2022-02-01,2022-03-01,2022-04-01,2022-04-01 00:00:00,2022-05-01,2022-06-01,2022-07-01,2022-07-01 00:00:00,2022-08-01,2022-09-01,2022-10-01,2022-10-01 00:00:00,2022-11-01,2022-12-01,2023-01-01,2023-01-01 00:00:00,2023-02-01,2023-03-01,2023-12-01
860,EST,"GDP deflator growth rate, annual",-0.18,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,2.95,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,3.11,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,3.23,,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,14.21,,,,,,,,,,,,,,,,,,,,
862,EST,"Energy price inflation, annual",1.02,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,5.86,,,,,,,,,,,,,,,,8.99,,,,,,,,,,,,,,,,8.83,,,,,,,,,,,,,,,,-1.43,,,,,,,,,,,,,,,,-1.46,,,,,,,,,,,,,,,,-1.72,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,6.29,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,-3.72,,,,,,,,,,,,,,,,18.44,,,,,,,,,,,,,,,,64.06,,,,,,,,,,,,,,,,,,,,
865,EST,"Food price inflation, annual",-4.01,,,,,,,,,,,,,,,,3.03,,,,,,,,,,,,,,,,9.66,,,,,,,,,,,,,,,,3.85,,,,,,,,,,,,,,,,4.14,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,-0.54,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,5.71,,,,,,,,,,,,,,,,3.06,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,19.91,,,,,,,,,,,,,,,,,,,,
868,EST,"Headline consumer price inflation, annual",-0.08,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,4.98,,,,,,,,,,,,,,,,3.93,,,,,,,,,,,,,,,,2.78,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,3.65,,,,,,,,,,,,,,,,3.44,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,,4.65,,,,,,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,
871,EST,"Producer price inflation, annual",-0.61,,,,,,,,,,,,,,,,3.32,,,,,,,,,,,,,,,,4.44,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,4.12,,,,,,,,,,,,,,,,-1.57,,,,,,,,,,,,,,,,-2.05,,,,,,,,,,,,,,,,-0.71,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,,,,,-2.44,,,,,,,,,,,,,,,,12.47,,,,,,,,,,,,,,,,26.96,,,,,,,,,,,,,,,,,,,,
874,ETH,"Official core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,ETH,"Estimated core consumer price inflation, annual",-1.17,,,,,,,,,,,,,,,,-2.14,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,-1.62,,,,,,,,,,,,,,,,-1.8,,,,,,,,,,,,,,,,-1.43,,,,,,,,,,,,,,,,-3.33,,,,,,,,,,,,,,,,-2.29,,,,,,,,,,,,,,,,-1.95,,,,,,,,,,,,,,,,-0.18,,,,,,,,,,,,,,,,-2.76,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,ETH,"GDP deflator growth rate, annual",22.7,,,,,,,,,,,,,,,,3.36,,,,,,,,,,,,,,,,19.8,,,,,,,,,,,,,,,,33.48,,,,,,,,,,,,,,,,5.55,,,,,,,,,,,,,,,,10.94,,,,,,,,,,,,,,,,10.83,,,,,,,,,,,,,,,,11.86,,,,,,,,,,,,,,,,6.05,,,,,,,,,,,,,,,,11.46,,,,,,,,,,,,,,,,12.16,,,,,,,,,,,,,,,,18.24,,,,,,,,,,,,,,,,21.78,,,,,,,,,,,,,,,,21.07,,,,,,,,,,,,,,,,,,,,
879,ETH,"Energy price inflation, annual",15.01,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,20.81,,,,,,,,,,,,,,,,16.73,,,,,,,,,,,,,,,,11.47,,,,,,,,,,,,,,,,11.06,,,,,,,,,,,,,,,,8.74,,,,,,,,,,,,,,,,12.35,,,,,,,,,,,,,,,,12.77,,,,,,,,,,,,,,,,17.04,,,,,,,,,,,,,,,,10.95,,,,,,,,,,,,,,,,20.08,,,,,,,,,,,,,,,,15.89,,,,,,,,,,,,,,,,19.15,,,,,,,,,,,,,,,,,,,,
882,ETH,"Food price inflation, annual",3.3,,,,,,,,,,,,,,,,1.51,,,,,,,,,,,,,,,,39.17,,,,,,,,,,,,,,,,28.1,,,,,,,,,,,,,,,,5.79,,,,,,,,,,,,,,,,5.39,,,,,,,,,,,,,,,,12.14,,,,,,,,,,,,,,,,6.52,,,,,,,,,,,,,,,,11.36,,,,,,,,,,,,,,,,12.52,,,,,,,,,,,,,,,,18.94,,,,,,,,,,,,,,,,23.08,,,,,,,,,,,,,,,,31.78,,,,,,,,,,,,,,,,36.4,,,,,,,,,,,,,,,,,,,,
885,ETH,"Headline consumer price inflation, annual",8.48,,,,,,,,,,,,,,,,8.13,,,,,,,,,,,,,,,,33.23,,,,,,,,,,,,,,,,24.13,,,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,,,,7.41,,,,,,,,,,,,,,,,10.08,,,,,,,,,,,,,,,,7.28,,,,,,,,,,,,,,,,10.69,,,,,,,,,,,,,,,,13.84,,,,,,,,,,,,,,,,15.81,,,,,,,,,,,,,,,,20.35,,,,,,,,,,,,,,,,26.84,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,
888,ETH,"Producer price inflation, annual",-3.2,,,,,,,,,,,,,,,,-1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,FIN,"Official core consumer price inflation, annual",0.4,,,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,2.27,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,,,
891,FIN,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,1.89,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,-0.06,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,FIN,"GDP deflator growth rate, annual",1.77,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,2.62,,,,,,,,,,,,,,,,2.97,,,,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,4.02,,,,,,,,,,,,,,,,,,,,
898,FIN,"Energy price inflation, annual",-3.1,,,,,,,,,,,,,,,,10.65,,,,,,,,,,,,,,,,6.31,,,,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,9.62,,,,,,,,,,,,,,,,30.7,,,,,,,,,,,,,,,,,,,,
901,FIN,"Food price inflation, annual",2.0,,,,,,,,,,,,,,,,-3.58,,,,,,,,,,,,,,,,6.28,,,,,,,,,,,,,,,,5.16,,,,,,,,,,,,,,,,5.36,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,-1.87,,,,,,,,,,,,,,,,-1.14,,,,,,,,,,,,,,,,-0.91,,,,,,,,,,,,,,,,1.91,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,,,,10.51,,,,,,,,,,,,,,,,,,,,
904,FIN,"Headline consumer price inflation, annual",0.0,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,3.42,,,,,,,,,,,,,,,,2.81,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,7.12,,,,,,,,,,,,,,,,,,,,
909,FIN,"Producer price inflation, annual",-6.41,,,,,,,,,,,,,,,,4.17,,,,,,,,,,,,,,,,5.59,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,-0.37,,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,,-1.96,,,,,,,,,,,,,,,,-2.3,,,,,,,,,,,,,,,,3.57,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,-4.65,,,,,,,,,,,,,,,,12.71,,,,,,,,,,,,,,,,24.22,,,,,,,,,,,,,,,,,,,,
912,FJI,"Estimated core consumer price inflation, annual",2.32,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,-3.64,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,3.54,,,,,,,,,,,,,,,,3.41,,,,,,,,,,,,,,,,2.17,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,-1.36,,,,,,,,,,,,,,,,-3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,FJI,"GDP deflator growth rate, annual",1.4,,,,,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,3.58,,,,,,,,,,,,,,,,3.62,,,,,,,,,,,,,,,,3.86,,,,,,,,,,,,,,,,2.53,,,,,,,,,,,,,,,,2.63,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,,,,,-3.45,,,,,,,,,,,,,,,,-3.45,,,,,,,,,,,,,,,,,,,,
916,FJI,"Energy price inflation, annual",-5.3,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,20.87,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,-4.47,,,,,,,,,,,,,,,,-5.03,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,,,,,-1.17,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,4.42,,,,,,,,,,,,,,,,,,,,
919,FJI,"Food price inflation, annual",6.7,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,10.58,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,3.53,,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,4.77,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,,,,,-2.15,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,4.88,,,,,,,,,,,,,,,,-2.38,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,
922,FJI,"Headline consumer price inflation, annual",3.65,,,,,,,,,,,,,,,,3.69,,,,,,,,,,,,,,,,7.28,,,,,,,,,,,,,,,,3.42,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,3.35,,,,,,,,,,,,,,,,4.08,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,-2.6,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,,,,,
926,FRA,"Official core consumer price inflation, annual",-11.68,,,,,,,,,,,,,,,,17.02,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,8.94,,,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,2.77,,,,,,,,,,,,,,,,,,,,
927,FRA,"Estimated core consumer price inflation, annual",0.09,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,FRA,"GDP deflator growth rate, annual",0.07,,,,,,,,,,,,,,,,1.07,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,,,2.94,,,,,,,,,,,,,,,,,,,,
934,FRA,"Energy price inflation, annual",-0.11,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,4.45,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,2.43,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,,,10.46,,,,,,,,,,,,,,,,23.74,,,,,,,,,,,,,,,,,,,,
937,FRA,"Food price inflation, annual",0.08,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,2.89,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,-0.84,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,2.45,,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,7.28,,,,,,,,,,,,,,,,,,,,
940,FRA,"Headline consumer price inflation, annual",0.09,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,2.11,,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,,,,5.22,,,,,,,,,,,,,,,,,,,,
945,FRA,"Producer price inflation, annual",-4.73,,,,,,,,,,,,,,,,2.54,,,,,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,-1.32,,,,,,,,,,,,,,,,-1.64,,,,,,,,,,,,,,,,-2.23,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,2.38,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,-1.92,,,,,,,,,,,,,,,,8.67,,,,,,,,,,,,,,,,23.09,,,,,,,,,,,,,,,,,,,,
951,FSM,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,FSM,"GDP deflator growth rate, annual",5.45,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,7.12,,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,3.02,,,,,,,,,,,,,,,,-5.25,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,,,,,,7.47,,,,,,,,,,,,,,,,9.39,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,
954,FSM,"Headline consumer price inflation, annual",7.71,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,6.28,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,-0.16,,,,,,,,,,,,,,,,-1.04,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,5.41,,,,,,,,,,,,,,,,,,,,
956,GAB,"Estimated core consumer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,-0.36,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,GAB,"GDP deflator growth rate, annual",-15.45,,,,,,,,,,,,,,,,16.62,,,,,,,,,,,,,,,,12.68,,,,,,,,,,,,,,,,-2.94,,,,,,,,,,,,,,,,-6.05,,,,,,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,,-8.93,,,,,,,,,,,,,,,,-4.27,,,,,,,,,,,,,,,,3.82,,,,,,,,,,,,,,,,7.17,,,,,,,,,,,,,,,,1.53,,,,,,,,,,,,,,,,-7.44,,,,,,,,,,,,,,,,25.35,,,,,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,,,,,
960,GAB,"Energy price inflation, annual",,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,2.22,,,,,,,,,,,,,,,,6.83,,,,,,,,,,,,,,,,-10.19,,,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,9.88,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,9.88,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,,,,,,,,,,
963,GAB,"Food price inflation, annual",3.7,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,4.03,,,,,,,,,,,,,,,,5.68,,,,,,,,,,,,,,,,-0.42,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.83,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,-0.72,,,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,
966,GAB,"Headline consumer price inflation, annual",1.88,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,,,,,,-0.14,,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,2.65,,,,,,,,,,,,,,,,4.78,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,1.37,,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,4.23,,,,,,,,,,,,,,,,,,,,
969,GAB,"Producer price inflation, annual",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,GBR,"Official core consumer price inflation, annual",1.6,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,,,
